4.746714153011232895e+01,5.584629257949585757e+00
4.111735698828815089e+01,6.579354677234641180e+00
4.897688538100692313e+01,6.657285483473230236e+00
5.773029856408025040e+01,6.197722730778380651e+00
4.015846625276664383e+01,6.838714288333990865e+00
4.015863043050819670e+01,7.404050856814538228e+00
5.829212815507391099e+01,8.886185901210529536e+00
5.017434729152908801e+01,7.174577812831839374e+00
3.780525614065047790e+01,7.257550390722763645e+00
4.792560043585964991e+01,6.925554084233833230e+00
3.786582307187537566e+01,5.081228784700958734e+00
3.784270246429743167e+01,6.973486124550783316e+00
4.491962271566033849e+01,7.060230209941026125e+00
2.336719755342202021e+01,9.463242112485286128e+00
2.525082167486967322e+01,6.807639035218877588e+00
3.687712470759027639e+01,7.301547342333612356e+00
3.237168879665576071e+01,6.965288230294756744e+00
4.564247332595273576e+01,5.831321962380467738e+00
3.341975924478789040e+01,8.142822814515021435e+00
2.837696298664708294e+01,7.751933032686774361e+00
5.715648768921553824e+01,7.791031947043046912e+00
4.024223699513464680e+01,6.090612545205260631e+00
4.317528204687923932e+01,8.402794310936098299e+00
2.825251813786543309e+01,5.598148937207719555e+00
3.705617275474817518e+01,7.586857093800269958e+00
4.360922589709866060e+01,9.190455625809978102e+00
3.099006422577697251e+01,6.009463674869311767e+00
4.625698018345671869e+01,6.433702270397228418e+00
3.649361310081194887e+01,7.099651365087641608e+00
3.958306250206723576e+01,6.496524345883800677e+00
3.648293387770603147e+01,5.449336568933867753e+00
6.102278184508937642e+01,7.068562974806027022e+00
4.236502775262066223e+01,5.937696286273895119e+00
3.192289071044100268e+01,7.473592430635181749e+00
5.072544912103189318e+01,6.080575765766196739e+00
3.029156350028977585e+01,8.549934405017539873e+00
4.458863595004755354e+01,6.216746707663762805e+00
2.290329876120224384e+01,6.677938483794324753e+00
2.921813951101569629e+01,7.813517217369669865e+00
4.446861235869123163e+01,5.769135683566045003e+00
4.988466579995410655e+01,7.227459934604129721e+00
4.421368281189970162e+01,8.307142754282427433e+00
4.134351717611759369e+01,5.392516765438772453e+00
3.948896304410710911e+01,7.184633858532304629e+00
2.771478009632572537e+01,7.259882794248423643e+00
3.530155791605291427e+01,7.781822871777309913e+00
3.789361229040212464e+01,5.763049289121918051e+00
5.307122226218915984e+01,5.679543386915723246e+00
4.593618289568461677e+01,7.521941565616897307e+00
2.486959844637265959e+01,7.296984673233185781e+00
7.574083969394794735e+01,6.250492850345876761e+00
6.864917719583684175e+01,6.346448209496975856e+00
6.573077999694041296e+01,5.319975278421509302e+00
7.861676288840867244e+01,6.232253697161003636e+00
8.280999522495950771e+01,6.293072473298681579e+00
8.181280119116198080e+01,5.285648581973632076e+00
6.410782476777362149e+01,7.865774511144756787e+00
6.940787624148785540e+01,6.473832920911787525e+00
7.581263431403563402e+01,4.808696502797351613e+00
8.225545127122359190e+01,6.656553608633830166e+00
6.770825762154710503e+01,5.025318329772678894e+00
7.064341023336183412e+01,6.787084603742451705e+00
6.143665025993971796e+01,7.158595579007403842e+00
6.053793375919329378e+01,5.179317681648289096e+00
8.062525822394198372e+01,6.963376129244322144e+00
8.606240028570823597e+01,6.412780926936497927e+00
7.177989878419666070e+01,6.822060159994490114e+00
8.253532897892024778e+01,7.896792982653947135e+00
7.611636025047634746e+01,5.754611883997129418e+00
6.604880245394875260e+01,5.246263835642510642e+00
7.611395605508414519e+01,5.110485570374477149e+00
8.788036566465969202e+01,5.184189715034561274e+00
7.214173960890047965e+01,5.922898290585895786e+00
8.814643655814006706e+01,6.341151974816643389e+00
4.630254895910255897e+01,6.276690799330019388e+00
8.071902504375223941e+01,6.827183249036023582e+00
7.337047068238170766e+01,6.013001891877906679e+00
6.950992649534131829e+01,7.453534077157316418e+00
7.341760776535502941e+01,5.735343166762043587e+00
5.262431085399106934e+01,8.720169166589618825e+00
7.030328112162487741e+01,6.625667347765006099e+00
7.607112571511746069e+01,5.142842443583717227e+00
8.727894044741516666e+01,4.929107501938887914e+00
6.731729781726352257e+01,6.482472415243185182e+00
6.441506397106812187e+01,5.776537214674148935e+00
6.748242956415462857e+01,6.714000494092092097e+00
8.165402117702073781e+01,6.473237624573545013e+00
7.578751109659684460e+01,5.927171087343126921e+00
6.720239796232961282e+01,5.153206281931595356e+00
7.763267433113355764e+01,4.485152775314135809e+00
7.347077549348040293e+01,5.553485047932978702e+00
8.218644990532888528e+01,6.856398794323472323e+00
6.547946906122648159e+01,6.214093744130203767e+00
6.922337853402231644e+01,4.754261221288011541e+00
6.857891846867842389e+01,6.173180925851181833e+00
5.786485051867881424e+01,6.385317379728836507e+00
7.546120277064575532e+01,5.116142563798867116e+00
7.511055272179889641e+01,6.153725105945527574e+00
7.255113456642460790e+01,6.058208718446000063e+00
7.015412866624852484e+01,4.857029702169376684e+00
