1.002183286097784531e+01,4.979420309205088557e+01
9.956350478046344321e+00,4.983066338199316903e+01
9.874014980768347272e+00,4.977191390125361892e+01
1.000610876309976227e+01,4.976192452836965430e+01
9.976701499455732147e+00,4.981731373112622663e+01
1.002540323248772758e+01,4.975809961834667661e+01
9.884495074571958639e+00,4.984090914929003446e+01
9.879113238818543863e+00,4.977454614658361010e+01
9.942604696269311759e+00,4.978703270871034192e+01
9.899168620062612334e+00,4.980005839182994265e+01
9.870945858067097234e+00,4.981840899519010435e+01
9.913143302838385296e+00,4.978579875407906030e+01
9.991042728804744755e+00,4.980251913831857991e+01
9.940647605530649855e+00,4.977636672570863396e+01
9.853639776751762724e+00,4.981642628595234612e+01
9.876717486991646311e+00,4.981796957482236365e+01
1.002149270991472108e+01,4.976263526241299928e+01
9.995361906735301005e+00,4.985449446730197565e+01
9.863167013191016963e+00,4.978707060438415510e+01
9.926868363821302665e+00,4.982579176863264792e+01
9.937102905266419484e+00,4.976844789988265916e+01
1.001413359477226628e+01,4.975950762908225755e+01
9.968229144875518699e+00,4.978239555805167527e+01
9.941732651924789721e+00,4.978779452968959163e+01
9.879382928713553724e+00,4.981176444842144235e+01
9.989174705130814402e+00,4.985489763196035540e+01
1.001143788716515992e+01,4.985182889196791223e+01
1.001646860769990788e+01,4.981698579776714553e+01
9.881452812395764340e+00,4.976502623513779611e+01
9.905511441507735881e+00,4.976061318339737483e+01
9.895470919895727135e+00,4.979564508347678498e+01
9.911356118750767052e+00,4.984053122586188778e+01
9.945941471453144445e+00,4.978465531991658111e+01
9.994208638405892131e+00,4.977037427087591936e+01
1.002856097019328629e+01,4.976360416558383548e+01
9.881961116751158514e+00,4.983476896639665199e+01
9.996675825678236649e+00,4.975656325587511475e+01
9.980595333241284450e+00,4.982809944900085952e+01
9.858772305208375997e+00,4.983466957529036279e+01
9.866551645057500153e+00,4.979256350423997901e+01
9.960933451575614939e+00,4.984403654936769357e+01
9.856821853139038581e+00,4.978975159846343246e+01
9.905484097882743200e+00,4.978772019674345728e+01
9.963585689657755040e+00,4.983041983011887766e+01
9.932831976065852331e+00,4.984649569967116634e+01
9.977663530409140336e+00,4.976819861301419934e+01
9.949397558733632962e+00,4.983360007488732180e+01
9.936845980909499332e+00,4.983463865228376477e+01
9.924522629400431839e+00,4.980931874852539920e+01
9.865067805406582124e+00,4.975859275085640832e+01
9.963372336480748714e+00,4.975920577686856205e+01
9.939594148542353125e+00,4.978806430999824784e+01
9.891368354607479318e+00,4.984857178026883417e+01
9.985532511754659168e+00,4.979785905807808888e+01
9.859318263213991074e+00,4.977933741280862279e+01
9.874987159415058002e+00,4.978555464812567521e+01
9.995310390584620563e+00,4.985082916046731327e+01
1.000709166976053766e+01,4.982060718309248415e+01
9.879702030938608104e+00,4.983797455177209912e+01
9.945317656982021859e+00,4.984704101777435170e+01
1.001167298177138498e+01,4.983835889575512113e+01
9.865469657947974369e+00,4.978843635437559101e+01
9.924442048670226058e+00,4.977924938650775744e+01
1.000509588847130438e+01,4.983943750605248368e+01
9.939998998265146213e+00,4.975670911724268564e+01
9.886312052733352118e+00,4.979857592224962559e+01
9.907796421866839509e+00,4.976822626739652833e+01
9.905115745341628752e+00,4.985217678972744437e+01
9.975761526340169993e+00,4.980891664334625801e+01
1.002575146737169476e+01,4.979309021937114466e+01
9.891831507009305469e+00,4.985416962401246366e+01
9.900963365611692879e+00,4.980671934752945873e+01
9.851860972193787092e+00,4.978505373035496717e+01
9.938498298306289058e+00,4.981817556199436581e+01
9.896828242333791437e+00,4.976125083255600146e+01
9.889558511649848782e+00,4.984864312029696976e+01
9.936038213397353047e+00,4.977077927688179670e+01
9.890022280486927997e+00,4.985653634624765118e+01
9.986661248436794480e+00,4.982455782576381154e+01
9.980448240827465511e+00,4.978023902941570356e+01
9.962608884476091831e+00,4.979351387946582008e+01
9.944654091223616987e+00,4.982062003042602782e+01
1.000036626416522978e+01,4.976520955647404776e+01
9.879692442920177342e+00,4.978871956655558506e+01
9.954906087418709859e+00,4.976015906436709457e+01
9.848085336166430892e+00,4.982511156483632675e+01
9.887128214172609120e+00,4.980823349187495808e+01
9.877432155780738299e+00,4.982180762455017486e+01
9.916932774397652750e+00,4.982647564921486349e+01
9.870578895596972657e+00,4.985154645877951651e+01
9.866106074936574544e+00,4.979078876773558449e+01
1.000818511971448288e+01,4.985031874899278392e+01
9.967757032548034246e+00,4.978231004595541975e+01
9.948267350943208243e+00,4.983935666434891232e+01
9.889984526093275718e+00,4.981002435892074232e+01
1.001188213096493484e+01,4.976549648224469991e+01
9.962756871038513040e+00,4.984784264175903701e+01
9.909952980863717897e+00,4.979058103861542151e+01
1.001186250833679559e+01,4.983004747917316735e+01
9.990056851515163316e+00,4.984648281520342294e+01
9.860650033474913201e+00,4.982148722783615824e+01
1.001213107905165067e+01,4.977248612876613976e+01
9.846710651586544572e+00,4.981785576401369298e+01
9.968411329039776447e+00,4.976635009730083681e+01
9.874910297549467586e+00,4.975651628148082750e+01
9.973692506756512088e+00,4.981197084644382045e+01
9.886714091545458771e+00,4.982250004839767854e+01
9.889128330260197330e+00,4.982864228050585353e+01
9.983847401337609284e+00,4.978919076914070985e+01
1.000295555433754480e+01,4.982226255563123374e+01
9.950705400206100393e+00,4.982307651494304679e+01
9.913395139354809871e+00,4.976555482624696225e+01
9.890382073654299333e+00,4.978305064143200553e+01
9.918116176773768444e+00,4.985524707651311616e+01
9.962391784421177121e+00,4.984698874855644846e+01
9.938490499303288317e+00,4.983707075288964461e+01
9.936608291036032270e+00,4.981484419616031545e+01
9.979376093424303207e+00,4.977591478468388431e+01
9.849522769742099726e+00,4.978463878089743844e+01
9.877942586355517918e+00,4.982183817411094395e+01
1.002243071530808116e+01,4.985192677553236962e+01
9.913849518233268654e+00,4.984931616773086205e+01
1.001766725262692326e+01,4.975757657481445051e+01
1.002479779632771795e+01,4.979967478305681539e+01
1.000365975870255753e+01,4.985428923759147324e+01
9.916628177505710795e+00,4.978603378691956038e+01
9.903947492944837450e+00,4.984281594042310104e+01
9.948565034802959062e+00,4.977328826009046736e+01
